id,category,title,visualType,visualItem,operandA,operandB,operator,correctAnswer,timerSeconds,optionsText,explanation
"q_coding_algoritma_183","coding_algoritma","Langkah sebelum tidur malam adalah...","shapes","📋",0,0,"=",2,25,"[""Tidur nyenyak → Gosok gigi → Naik ke tempat tidur"",""Gosok gigi & cuci kaki → Naik ke tempat tidur → Berdoa & tidur"",""Mimpi indah → Gosok gigi & cuci kaki → Naik ke tempat tidur""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_184","coding_algoritma","Bagaimana cara membuat roti tawar oles mentega?","shapes","📋",0,0,"=",1,25,"[""Ambil selembar roti → Oleskan mentega dengan sendok/pisau roti → Roti siap dimakan"",""Makan roti → Oleskan mentega → Ambil roti"",""Oleskan mentega di piring → Makan piring → Ambil roti""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_185","coding_algoritma","Urutan merapikan tempat tidur setelah bangun tidur:","shapes","📋",0,0,"=",1,25,"[""Merapikan bantal → Melipat selimut → Mendorong kasur rapi"",""Mandi dulu → Lipat selimut → Merapikan bantal"",""Tidur lagi → Lipat selimut → Buang bantal""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_186","coding_algoritma","Langkah-langkah mewarnai gambar dengan rapi adalah...","shapes","📋",0,0,"=",1,25,"[""Pilih warna krayon → Mewarnai di dalam garis → Simpan kembali krayon"",""Mewarnai luar garis → Patahkan krayon → Simpan"",""Coret-coret tembok → Buang krayon → Ambil gambar""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_187","coding_algoritma","Urutan membuat jus buah yang benar adalah...","shapes","📋",0,0,"=",3,25,"[""Minum jus → Nyalakan blender → Kupas buah"",""Nyalakan blender → Minum jus → Potong buah"",""Kupas & potong buah → Masukkan blender & air → Nyalakan blender""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_188","coding_algoritma","Urutan menyeberang jalan raya yang aman adalah...","shapes","📋",0,0,"=",1,25,"[""Berdiri di pinggir → Tengok kanan dan kiri → Jalan menyeberang saat aman"",""Langsung lari tanpa melihat → Tengok kanan kiri → Tengok lagi"",""Mata dipejamkan → Berlari cepat → Berhenti di tengah jalan""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_189","coding_algoritma","Urutan memakai kaos kaki dan sepatu yang benar:","shapes","📋",0,0,"=",2,25,"[""Ikat tali → Kaus kaki → Sepatu"",""Kaus kaki kanan & kiri → Sepatu kanan & kiri → Ikat tali"",""Sepatu dulu → Baru kaus kaki di luar sepatu → Lepas sepatu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_190","coding_algoritma","Langkah-langkah membuang sampah yang benar:","shapes","📋",0,0,"=",2,25,"[""Ambil tempat sampah → Lempar ke atap → Makan"",""Lihat sampah di lantai → Ambil sampah → Masukkan ke tempat sampah"",""Buang sampah di jalan → Biarkan saja → Sapu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_191","coding_algoritma","Urutan membuka pintu rumah yang terkunci:","shapes","📋",0,0,"=",3,25,"[""Putar gagang → Lepas pintu → Masukkan kunci"",""Tarik gagang pintu → Buang kunci → Pukul pintu"",""Masukkan kunci → Putar kunci → Tarik gagang pintu""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_192","coding_algoritma","Rani ingin mencuci tangan sebelum makan. Langkah mana yang urutannya benar?","shapes","📋",0,0,"=",3,25,"[""Keringkan dengan lap → Pakai sabun → Basahi air"",""Makan → Pakai sabun → Cuci air"",""Basahi tangan dengan air → Pakai sabun & bilas → Keringkan dengan lap""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_193","coding_algoritma","Uwaiz ingin menyikat gigi. Urutan yang paling tepat adalah...","shapes","📋",0,0,"=",2,25,"[""Kumur-kumur → Tidur → Oleskan pasta gigi"",""Oleskan pasta gigi → Sikat gigi → Kumur-kumur air bersih"",""Sikat gigi → Simpan sikat → Oleskan pasta gigi""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_194","coding_algoritma","Langkah menanam biji bunga yang benar adalah...","shapes","📋",0,0,"=",1,25,"[""Gali tanah & tanam biji → Siram air → Tunggu tumbuh bunga"",""Siram air → Petik bunga → Gali tanah"",""Petik bunga → Tanam biji → Siram""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_195","coding_algoritma","Bagaimana urutan memakai sepatu sekolah?","shapes","📋",0,0,"=",1,25,"[""Pakai kaus kaki → Pakai sepatu → Ikat tali sepatu"",""Pakai sepatu dulu → Pakai kaus kaki → Ikat tali sepatu"",""Ikat tali sepatu → Pakai kaus kaki → Pakai sepatu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_196","coding_algoritma","Ibu ingin membuat es teh manis. Urutan yang benar adalah...","shapes","📋",0,0,"=",3,25,"[""Tambah gula → Minum habis → Seduh teh"",""Masukkan es batu → Minum habis → Seduh teh"",""Seduh teh hangat → Tambah gula & es batu → Aduk rata""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_197","coding_algoritma","Fatimah ingin melukis gambar. Urutan yang tepat adalah...","shapes","📋",0,0,"=",1,25,"[""Gambar sketsa dengan pensil → Mewarnai gambar → Pajang lukisan"",""Warnai gambar → Gambar sketsa dengan pensil → Pajang lukisan"",""Pajang lukisan → Mewarnai → Gambar sketsa""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_198","coding_algoritma","Urutan mandi yang bersih adalah...","shapes","📋",0,0,"=",2,25,"[""Pakai baju bersih → Basahi badan & pakai sabun → Bilas air bersih"",""Basahi badan & pakai sabun → Bilas air bersih → Keringkan dengan handuk"",""Keringkan dengan handuk → Basahi badan → Pakai baju""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_199","coding_algoritma","Langkah sebelum tidur malam adalah...","shapes","📋",0,0,"=",2,25,"[""Tidur nyenyak → Gosok gigi → Naik ke tempat tidur"",""Gosok gigi & cuci kaki → Naik ke tempat tidur → Berdoa & tidur"",""Mimpi indah → Gosok gigi & cuci kaki → Naik ke tempat tidur""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_200","coding_algoritma","Bagaimana cara membuat roti tawar oles mentega?","shapes","📋",0,0,"=",2,25,"[""Makan roti → Oleskan mentega → Ambil roti"",""Ambil selembar roti → Oleskan mentega dengan sendok/pisau roti → Roti siap dimakan"",""Oleskan mentega di piring → Makan piring → Ambil roti""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_201","coding_algoritma","Urutan merapikan tempat tidur setelah bangun tidur:","shapes","📋",0,0,"=",3,25,"[""Mandi dulu → Lipat selimut → Merapikan bantal"",""Tidur lagi → Lipat selimut → Buang bantal"",""Merapikan bantal → Melipat selimut → Mendorong kasur rapi""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_202","coding_algoritma","Langkah-langkah mewarnai gambar dengan rapi adalah...","shapes","📋",0,0,"=",1,25,"[""Pilih warna krayon → Mewarnai di dalam garis → Simpan kembali krayon"",""Coret-coret tembok → Buang krayon → Ambil gambar"",""Mewarnai luar garis → Patahkan krayon → Simpan""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_203","coding_algoritma","Urutan membuat jus buah yang benar adalah...","shapes","📋",0,0,"=",1,25,"[""Kupas & potong buah → Masukkan blender & air → Nyalakan blender"",""Nyalakan blender → Minum jus → Potong buah"",""Minum jus → Nyalakan blender → Kupas buah""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_204","coding_algoritma","Urutan menyeberang jalan raya yang aman adalah...","shapes","📋",0,0,"=",3,25,"[""Langsung lari tanpa melihat → Tengok kanan kiri → Tengok lagi"",""Mata dipejamkan → Berlari cepat → Berhenti di tengah jalan"",""Berdiri di pinggir → Tengok kanan dan kiri → Jalan menyeberang saat aman""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_205","coding_algoritma","Urutan memakai kaos kaki dan sepatu yang benar:","shapes","📋",0,0,"=",2,25,"[""Ikat tali → Kaus kaki → Sepatu"",""Kaus kaki kanan & kiri → Sepatu kanan & kiri → Ikat tali"",""Sepatu dulu → Baru kaus kaki di luar sepatu → Lepas sepatu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_206","coding_algoritma","Langkah-langkah membuang sampah yang benar:","shapes","📋",0,0,"=",2,25,"[""Ambil tempat sampah → Lempar ke atap → Makan"",""Lihat sampah di lantai → Ambil sampah → Masukkan ke tempat sampah"",""Buang sampah di jalan → Biarkan saja → Sapu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_207","coding_algoritma","Urutan membuka pintu rumah yang terkunci:","shapes","📋",0,0,"=",3,25,"[""Tarik gagang pintu → Buang kunci → Pukul pintu"",""Putar gagang → Lepas pintu → Masukkan kunci"",""Masukkan kunci → Putar kunci → Tarik gagang pintu""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_208","coding_algoritma","Zaid ingin mencuci tangan sebelum makan. Langkah mana yang urutannya benar?","shapes","📋",0,0,"=",1,25,"[""Basahi tangan dengan air → Pakai sabun & bilas → Keringkan dengan lap"",""Keringkan dengan lap → Pakai sabun → Basahi air"",""Makan → Pakai sabun → Cuci air""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_209","coding_algoritma","Yusuf ingin menyikat gigi. Urutan yang paling tepat adalah...","shapes","📋",0,0,"=",2,25,"[""Kumur-kumur → Tidur → Oleskan pasta gigi"",""Oleskan pasta gigi → Sikat gigi → Kumur-kumur air bersih"",""Sikat gigi → Simpan sikat → Oleskan pasta gigi""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_210","coding_algoritma","Langkah menanam biji bunga yang benar adalah...","shapes","📋",0,0,"=",2,25,"[""Petik bunga → Tanam biji → Siram"",""Gali tanah & tanam biji → Siram air → Tunggu tumbuh bunga"",""Siram air → Petik bunga → Gali tanah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_211","coding_algoritma","Bagaimana urutan memakai sepatu sekolah?","shapes","📋",0,0,"=",3,25,"[""Ikat tali sepatu → Pakai kaus kaki → Pakai sepatu"",""Pakai sepatu dulu → Pakai kaus kaki → Ikat tali sepatu"",""Pakai kaus kaki → Pakai sepatu → Ikat tali sepatu""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_212","coding_algoritma","Ibu ingin membuat es teh manis. Urutan yang benar adalah...","shapes","📋",0,0,"=",1,25,"[""Seduh teh hangat → Tambah gula & es batu → Aduk rata"",""Masukkan es batu → Minum habis → Seduh teh"",""Tambah gula → Minum habis → Seduh teh""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_213","coding_algoritma","Uwaiz ingin melukis gambar. Urutan yang tepat adalah...","shapes","📋",0,0,"=",2,25,"[""Pajang lukisan → Mewarnai → Gambar sketsa"",""Gambar sketsa dengan pensil → Mewarnai gambar → Pajang lukisan"",""Warnai gambar → Gambar sketsa dengan pensil → Pajang lukisan""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_214","coding_algoritma","Urutan mandi yang bersih adalah...","shapes","📋",0,0,"=",3,25,"[""Keringkan dengan handuk → Basahi badan → Pakai baju"",""Pakai baju bersih → Basahi badan & pakai sabun → Bilas air bersih"",""Basahi badan & pakai sabun → Bilas air bersih → Keringkan dengan handuk""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_215","coding_algoritma","Langkah sebelum tidur malam adalah...","shapes","📋",0,0,"=",3,25,"[""Tidur nyenyak → Gosok gigi → Naik ke tempat tidur"",""Mimpi indah → Gosok gigi & cuci kaki → Naik ke tempat tidur"",""Gosok gigi & cuci kaki → Naik ke tempat tidur → Berdoa & tidur""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_216","coding_algoritma","Bagaimana cara membuat roti tawar oles mentega?","shapes","📋",0,0,"=",2,25,"[""Makan roti → Oleskan mentega → Ambil roti"",""Ambil selembar roti → Oleskan mentega dengan sendok/pisau roti → Roti siap dimakan"",""Oleskan mentega di piring → Makan piring → Ambil roti""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_217","coding_algoritma","Urutan merapikan tempat tidur setelah bangun tidur:","shapes","📋",0,0,"=",3,25,"[""Tidur lagi → Lipat selimut → Buang bantal"",""Mandi dulu → Lipat selimut → Merapikan bantal"",""Merapikan bantal → Melipat selimut → Mendorong kasur rapi""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_218","coding_algoritma","Langkah-langkah mewarnai gambar dengan rapi adalah...","shapes","📋",0,0,"=",3,25,"[""Coret-coret tembok → Buang krayon → Ambil gambar"",""Mewarnai luar garis → Patahkan krayon → Simpan"",""Pilih warna krayon → Mewarnai di dalam garis → Simpan kembali krayon""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_219","coding_algoritma","Urutan membuat jus buah yang benar adalah...","shapes","📋",0,0,"=",2,25,"[""Minum jus → Nyalakan blender → Kupas buah"",""Kupas & potong buah → Masukkan blender & air → Nyalakan blender"",""Nyalakan blender → Minum jus → Potong buah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_220","coding_algoritma","Urutan menyeberang jalan raya yang aman adalah...","shapes","📋",0,0,"=",2,25,"[""Mata dipejamkan → Berlari cepat → Berhenti di tengah jalan"",""Berdiri di pinggir → Tengok kanan dan kiri → Jalan menyeberang saat aman"",""Langsung lari tanpa melihat → Tengok kanan kiri → Tengok lagi""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_221","coding_algoritma","Urutan memakai kaos kaki dan sepatu yang benar:","shapes","📋",0,0,"=",2,25,"[""Sepatu dulu → Baru kaus kaki di luar sepatu → Lepas sepatu"",""Kaus kaki kanan & kiri → Sepatu kanan & kiri → Ikat tali"",""Ikat tali → Kaus kaki → Sepatu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_222","coding_algoritma","Langkah-langkah membuang sampah yang benar:","shapes","📋",0,0,"=",2,25,"[""Ambil tempat sampah → Lempar ke atap → Makan"",""Lihat sampah di lantai → Ambil sampah → Masukkan ke tempat sampah"",""Buang sampah di jalan → Biarkan saja → Sapu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_223","coding_algoritma","Urutan membuka pintu rumah yang terkunci:","shapes","📋",0,0,"=",2,25,"[""Tarik gagang pintu → Buang kunci → Pukul pintu"",""Masukkan kunci → Putar kunci → Tarik gagang pintu"",""Putar gagang → Lepas pintu → Masukkan kunci""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_224","coding_algoritma","Myesha ingin mencuci tangan sebelum makan. Langkah mana yang urutannya benar?","shapes","📋",0,0,"=",2,25,"[""Keringkan dengan lap → Pakai sabun → Basahi air"",""Basahi tangan dengan air → Pakai sabun & bilas → Keringkan dengan lap"",""Makan → Pakai sabun → Cuci air""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_225","coding_algoritma","Hafshah ingin menyikat gigi. Urutan yang paling tepat adalah...","shapes","📋",0,0,"=",3,25,"[""Kumur-kumur → Tidur → Oleskan pasta gigi"",""Sikat gigi → Simpan sikat → Oleskan pasta gigi"",""Oleskan pasta gigi → Sikat gigi → Kumur-kumur air bersih""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_226","coding_algoritma","Langkah menanam biji bunga yang benar adalah...","shapes","📋",0,0,"=",3,25,"[""Petik bunga → Tanam biji → Siram"",""Siram air → Petik bunga → Gali tanah"",""Gali tanah & tanam biji → Siram air → Tunggu tumbuh bunga""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_227","coding_algoritma","Bagaimana urutan memakai sepatu sekolah?","shapes","📋",0,0,"=",1,25,"[""Pakai kaus kaki → Pakai sepatu → Ikat tali sepatu"",""Ikat tali sepatu → Pakai kaus kaki → Pakai sepatu"",""Pakai sepatu dulu → Pakai kaus kaki → Ikat tali sepatu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_228","coding_algoritma","Ibu ingin membuat es teh manis. Urutan yang benar adalah...","shapes","📋",0,0,"=",3,25,"[""Masukkan es batu → Minum habis → Seduh teh"",""Tambah gula → Minum habis → Seduh teh"",""Seduh teh hangat → Tambah gula & es batu → Aduk rata""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_229","coding_algoritma","Yusuf ingin melukis gambar. Urutan yang tepat adalah...","shapes","📋",0,0,"=",3,25,"[""Pajang lukisan → Mewarnai → Gambar sketsa"",""Warnai gambar → Gambar sketsa dengan pensil → Pajang lukisan"",""Gambar sketsa dengan pensil → Mewarnai gambar → Pajang lukisan""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_230","coding_algoritma","Urutan mandi yang bersih adalah...","shapes","📋",0,0,"=",3,25,"[""Keringkan dengan handuk → Basahi badan → Pakai baju"",""Pakai baju bersih → Basahi badan & pakai sabun → Bilas air bersih"",""Basahi badan & pakai sabun → Bilas air bersih → Keringkan dengan handuk""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_231","coding_algoritma","Langkah sebelum tidur malam adalah...","shapes","📋",0,0,"=",3,25,"[""Mimpi indah → Gosok gigi & cuci kaki → Naik ke tempat tidur"",""Tidur nyenyak → Gosok gigi → Naik ke tempat tidur"",""Gosok gigi & cuci kaki → Naik ke tempat tidur → Berdoa & tidur""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_232","coding_algoritma","Bagaimana cara membuat roti tawar oles mentega?","shapes","📋",0,0,"=",1,25,"[""Ambil selembar roti → Oleskan mentega dengan sendok/pisau roti → Roti siap dimakan"",""Makan roti → Oleskan mentega → Ambil roti"",""Oleskan mentega di piring → Makan piring → Ambil roti""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_233","coding_algoritma","Urutan merapikan tempat tidur setelah bangun tidur:","shapes","📋",0,0,"=",2,25,"[""Mandi dulu → Lipat selimut → Merapikan bantal"",""Merapikan bantal → Melipat selimut → Mendorong kasur rapi"",""Tidur lagi → Lipat selimut → Buang bantal""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_234","coding_algoritma","Langkah-langkah mewarnai gambar dengan rapi adalah...","shapes","📋",0,0,"=",2,25,"[""Coret-coret tembok → Buang krayon → Ambil gambar"",""Pilih warna krayon → Mewarnai di dalam garis → Simpan kembali krayon"",""Mewarnai luar garis → Patahkan krayon → Simpan""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_235","coding_algoritma","Urutan membuat jus buah yang benar adalah...","shapes","📋",0,0,"=",3,25,"[""Nyalakan blender → Minum jus → Potong buah"",""Minum jus → Nyalakan blender → Kupas buah"",""Kupas & potong buah → Masukkan blender & air → Nyalakan blender""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_236","coding_algoritma","Urutan menyeberang jalan raya yang aman adalah...","shapes","📋",0,0,"=",2,25,"[""Langsung lari tanpa melihat → Tengok kanan kiri → Tengok lagi"",""Berdiri di pinggir → Tengok kanan dan kiri → Jalan menyeberang saat aman"",""Mata dipejamkan → Berlari cepat → Berhenti di tengah jalan""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_237","coding_algoritma","Urutan memakai kaos kaki dan sepatu yang benar:","shapes","📋",0,0,"=",2,25,"[""Sepatu dulu → Baru kaus kaki di luar sepatu → Lepas sepatu"",""Kaus kaki kanan & kiri → Sepatu kanan & kiri → Ikat tali"",""Ikat tali → Kaus kaki → Sepatu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_238","coding_algoritma","Langkah-langkah membuang sampah yang benar:","shapes","📋",0,0,"=",1,25,"[""Lihat sampah di lantai → Ambil sampah → Masukkan ke tempat sampah"",""Ambil tempat sampah → Lempar ke atap → Makan"",""Buang sampah di jalan → Biarkan saja → Sapu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_239","coding_algoritma","Urutan membuka pintu rumah yang terkunci:","shapes","📋",0,0,"=",1,25,"[""Masukkan kunci → Putar kunci → Tarik gagang pintu"",""Putar gagang → Lepas pintu → Masukkan kunci"",""Tarik gagang pintu → Buang kunci → Pukul pintu""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_240","coding_algoritma","Budi ingin mencuci tangan sebelum makan. Langkah mana yang urutannya benar?","shapes","📋",0,0,"=",2,25,"[""Keringkan dengan lap → Pakai sabun → Basahi air"",""Basahi tangan dengan air → Pakai sabun & bilas → Keringkan dengan lap"",""Makan → Pakai sabun → Cuci air""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_241","coding_algoritma","Siti ingin menyikat gigi. Urutan yang paling tepat adalah...","shapes","📋",0,0,"=",1,25,"[""Oleskan pasta gigi → Sikat gigi → Kumur-kumur air bersih"",""Sikat gigi → Simpan sikat → Oleskan pasta gigi"",""Kumur-kumur → Tidur → Oleskan pasta gigi""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_242","coding_algoritma","Langkah menanam biji bunga yang benar adalah...","shapes","📋",0,0,"=",1,25,"[""Gali tanah & tanam biji → Siram air → Tunggu tumbuh bunga"",""Siram air → Petik bunga → Gali tanah"",""Petik bunga → Tanam biji → Siram""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_243","coding_algoritma","Bagaimana urutan memakai sepatu sekolah?","shapes","📋",0,0,"=",3,25,"[""Pakai sepatu dulu → Pakai kaus kaki → Ikat tali sepatu"",""Ikat tali sepatu → Pakai kaus kaki → Pakai sepatu"",""Pakai kaus kaki → Pakai sepatu → Ikat tali sepatu""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_244","coding_algoritma","Ibu ingin membuat es teh manis. Urutan yang benar adalah...","shapes","📋",0,0,"=",2,25,"[""Masukkan es batu → Minum habis → Seduh teh"",""Seduh teh hangat → Tambah gula & es batu → Aduk rata"",""Tambah gula → Minum habis → Seduh teh""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_245","coding_algoritma","Hafshah ingin melukis gambar. Urutan yang tepat adalah...","shapes","📋",0,0,"=",1,25,"[""Gambar sketsa dengan pensil → Mewarnai gambar → Pajang lukisan"",""Warnai gambar → Gambar sketsa dengan pensil → Pajang lukisan"",""Pajang lukisan → Mewarnai → Gambar sketsa""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_246","coding_algoritma","Urutan mandi yang bersih adalah...","shapes","📋",0,0,"=",1,25,"[""Basahi badan & pakai sabun → Bilas air bersih → Keringkan dengan handuk"",""Pakai baju bersih → Basahi badan & pakai sabun → Bilas air bersih"",""Keringkan dengan handuk → Basahi badan → Pakai baju""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_247","coding_algoritma","Langkah sebelum tidur malam adalah...","shapes","📋",0,0,"=",1,25,"[""Gosok gigi & cuci kaki → Naik ke tempat tidur → Berdoa & tidur"",""Mimpi indah → Gosok gigi & cuci kaki → Naik ke tempat tidur"",""Tidur nyenyak → Gosok gigi → Naik ke tempat tidur""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_248","coding_algoritma","Bagaimana cara membuat roti tawar oles mentega?","shapes","📋",0,0,"=",3,25,"[""Makan roti → Oleskan mentega → Ambil roti"",""Oleskan mentega di piring → Makan piring → Ambil roti"",""Ambil selembar roti → Oleskan mentega dengan sendok/pisau roti → Roti siap dimakan""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_249","coding_algoritma","Urutan merapikan tempat tidur setelah bangun tidur:","shapes","📋",0,0,"=",1,25,"[""Merapikan bantal → Melipat selimut → Mendorong kasur rapi"",""Tidur lagi → Lipat selimut → Buang bantal"",""Mandi dulu → Lipat selimut → Merapikan bantal""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_250","coding_algoritma","Langkah-langkah mewarnai gambar dengan rapi adalah...","shapes","📋",0,0,"=",1,25,"[""Pilih warna krayon → Mewarnai di dalam garis → Simpan kembali krayon"",""Mewarnai luar garis → Patahkan krayon → Simpan"",""Coret-coret tembok → Buang krayon → Ambil gambar""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_251","coding_algoritma","Urutan membuat jus buah yang benar adalah...","shapes","📋",0,0,"=",2,25,"[""Minum jus → Nyalakan blender → Kupas buah"",""Kupas & potong buah → Masukkan blender & air → Nyalakan blender"",""Nyalakan blender → Minum jus → Potong buah""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_252","coding_algoritma","Urutan menyeberang jalan raya yang aman adalah...","shapes","📋",0,0,"=",3,25,"[""Mata dipejamkan → Berlari cepat → Berhenti di tengah jalan"",""Langsung lari tanpa melihat → Tengok kanan kiri → Tengok lagi"",""Berdiri di pinggir → Tengok kanan dan kiri → Jalan menyeberang saat aman""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_253","coding_algoritma","Urutan memakai kaos kaki dan sepatu yang benar:","shapes","📋",0,0,"=",2,25,"[""Sepatu dulu → Baru kaus kaki di luar sepatu → Lepas sepatu"",""Kaus kaki kanan & kiri → Sepatu kanan & kiri → Ikat tali"",""Ikat tali → Kaus kaki → Sepatu""]","Jawaban pilihan [2] adalah yang paling tepat!"
"q_coding_algoritma_254","coding_algoritma","Langkah-langkah membuang sampah yang benar:","shapes","📋",0,0,"=",3,25,"[""Buang sampah di jalan → Biarkan saja → Sapu"",""Ambil tempat sampah → Lempar ke atap → Makan"",""Lihat sampah di lantai → Ambil sampah → Masukkan ke tempat sampah""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_255","coding_algoritma","Urutan membuka pintu rumah yang terkunci:","shapes","📋",0,0,"=",3,25,"[""Tarik gagang pintu → Buang kunci → Pukul pintu"",""Putar gagang → Lepas pintu → Masukkan kunci"",""Masukkan kunci → Putar kunci → Tarik gagang pintu""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_256","coding_algoritma","Alif ingin mencuci tangan sebelum makan. Langkah mana yang urutannya benar?","shapes","📋",0,0,"=",1,25,"[""Basahi tangan dengan air → Pakai sabun & bilas → Keringkan dengan lap"",""Keringkan dengan lap → Pakai sabun → Basahi air"",""Makan → Pakai sabun → Cuci air""]","Jawaban pilihan [1] adalah yang paling tepat!"
"q_coding_algoritma_257","coding_algoritma","Fatimah ingin menyikat gigi. Urutan yang paling tepat adalah...","shapes","📋",0,0,"=",3,25,"[""Kumur-kumur → Tidur → Oleskan pasta gigi"",""Sikat gigi → Simpan sikat → Oleskan pasta gigi"",""Oleskan pasta gigi → Sikat gigi → Kumur-kumur air bersih""]","Jawaban pilihan [3] adalah yang paling tepat!"
"q_coding_algoritma_258","coding_algoritma","Langkah menanam biji bunga yang benar adalah...","shapes","📋",0,0,"=",1,25,"[""Gali tanah & tanam biji → Siram air → Tunggu tumbuh bunga"",""Petik bunga → Tanam biji → Siram"",""Siram air → Petik bunga → Gali tanah""]","Jawaban pilihan [1] adalah yang paling tepat!"
